Ref,Val,Package,PosX,PosY,Rot,Side
"Q5","2N7002","SOT-23",158.242000,-107.378500,0.000000,top
"Q6","2N7002","SOT-23",158.242000,-100.266500,0.000000,top
"Q7","IPD048N06L3G","TO-252-2",172.669200,-85.788500,0.000000,top
"Q8","2N7002","SOT-23",161.544000,-100.266500,0.000000,top
"Q9","2N7002","SOT-23",161.798000,-107.378500,0.000000,top
"Q10","IPD048N06L3G","TO-252-2",172.669200,-96.964500,0.000000,top
"Q11","IPD048N06L3G","TO-252-2",172.720000,-108.140500,0.000000,top
"Q12","Q_DUAL_PNP_PNP_E1B1C2E2B2C1","SOT-363_SC-70-6",51.968400,-143.395700,90.000000,top
"Q13","Q_PMOS_GSD","SOT-23",51.993800,-146.977100,0.000000,top
"Q14","FDMC8030","Fairchild_DualPower33-6_3x3mm",95.338900,-80.733900,0.000000,top
"Q15","FDMC8030","Fairchild_DualPower33-6_3x3mm",86.766400,-80.670400,0.000000,top
"Q16","FDMC8030","Fairchild_DualPower33-6_3x3mm",99.698900,-80.733900,0.000000,top
"Q17","FDMC8030","Fairchild_DualPower33-6_3x3mm",91.084400,-80.670400,0.000000,top
"Q18","FDMC8030","Fairchild_DualPower33-6_3x3mm",119.648699,-80.512499,0.000000,top
"Q19","FDMC8030","Fairchild_DualPower33-6_3x3mm",111.074200,-80.467200,0.000000,top
"Q20","FDMC8030","Fairchild_DualPower33-6_3x3mm",124.008699,-80.512499,0.000000,top
"Q21","FDMC8030","Fairchild_DualPower33-6_3x3mm",115.394199,-80.448999,0.000000,top
"Q22","FDMC8030","Fairchild_DualPower33-6_3x3mm",143.814501,-80.731901,0.000000,top
"Q23","FDMC8030","Fairchild_DualPower33-6_3x3mm",135.255000,-80.670400,0.000000,top
"Q24","FDMC8030","Fairchild_DualPower33-6_3x3mm",148.174501,-80.731901,0.000000,top
